requested_index,id,question,type,chapter,right,ta,options_text,option_a,option_b,option_c,option_d,option_e,option_f,option_g,imageurl,sohuimg,bestanswer
7719,7719,申请人患有精神病的，可以申领机动车驾驶证，但是在发病期间不得驾驶机动车。,1,1,2,2,"A:正确, B:错误",,,,,,,,,,患有精神病的不得申请机动车驾驶证，题中说可以申领，所以选择错误。《机动车驾驶证申领和使用规定》第十五条：有器质性心脏病、癫痫病、美尼尔氏症、眩晕症、癔病、震颤麻痹、精神病、痴呆以及影响肢体活动的神经系统疾病等妨碍安全驾驶疾病的，不得申请机动车驾驶证。
40,40,驾驶人出现下列哪种情况，不得驾驶机动车？,2,1,1,1,"A:驾驶证丢失、损毁, B:驾驶证接近有效期, C:记分达到10分, D:记分达到6分",驾驶证丢失、损毁,驾驶证接近有效期,记分达到10分,记分达到6分,,,,,,驾驶证丢失或损毁后，不可以驾驶机动车。驾驶证未超过有效期、记分未达到12分的情况，是可以驾驶机动车的。所以选择驾驶证丢失、损毁。《中华人民共和国道路交通安全法实施条例》第二十八条：机动车驾驶人在机动车驾驶证丢失、损毁、超过有效期或者被依法扣留、暂扣期间以及记分达到12分的，不得驾驶机动车。
322600,322600,申请人因故不能按照预约时间参加考试的，应当提前一日申请取消预约，对申请人未按照预约考试时间参加考试的，判定该次考试不合格。,1,1,1,1,"A:正确, B:错误",对,错,,,,,,,,申请人因故不能按照预约时间参加考试的，应当提前一日申请取消预约，所以选择正确《机动车驾驶证申领和使用规定》第四十六条：申请人因故不能按照预约时间参加考试的，应当提前一日申请取消预约对申请人未按照预约考试时间参加考试的，判定该次考试不合格
41,41,驾驶人在驾驶证丢失后3个月内还可以驾驶机动车。,1,1,2,2,"A:正确, B:错误",,,,,,,,,,驾驶证丢失后不得驾驶机动车，只要未申请补发的都属于无证驾驶，所以选择错误。《中华人民共和国道路交通安全法实施条例》第二十八条：机动车驾驶人在机动车驾驶证丢失、损毁、超过有效期或者被依法扣留、暂扣期间以及记分达到12分的，不得驾驶机动车。
7721,7721,机动车驾驶证有效期超过一年以上未换证的，驾驶证将被注销。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,超过机动车驾驶证有效期一年以上未换证的，车辆管理所应当注销其机动车驾驶证，所以选择正确。《机动车驾驶证申领和使用规定》第七十九条：超过机动车驾驶证有效期一年以上未换证的，车辆管理所应当注销其机动车驾驶证。
42,42,驾驶人持超过有效期的驾驶证可以在1年内驾驶机动车。,1,1,2,2,"A:正确, B:错误",,,,,,,,,,驾驶证过期立即作废，不得驾驶机动车，所以选择错误。《中华人民共和国道路交通安全法实施条例》第二十八条：机动车驾驶人在机动车驾驶证丢失、损毁、超过有效期或者被依法扣留、暂扣期间以及记分达到12分的，不得驾驶机动车。
7722,7722,驾驶证审验内容不包括以下哪一项？,2,1,4,4,"A:道路交通安全违法行为、交通事故处理情况, B:身体条件情况, C:道路交通安全违法行为记分及记满12分后参加学习和考试情况, D:机动车检验情况",道路交通安全违法行为、交通事故处理情况,身体条件情况,道路交通安全违法行为记分及记满12分后参加学习和考试情况,机动车检验情况,,,,,,机动车驾驶证审验内容包括：道路交通安全违法行为、交通事故处理情况、身体条件情况、道路交通安全违法行为记分及记满12分后参加学习和考试情况。题中问不包括哪一项，所以选择机动车检验情况。《机动车驾驶证申领和使用规定》第七十三条：机动车驾驶证审验内容包括：（一）道路交通安全违法行为、交通事故处理情况；（二）身体条件情况；（三）道路交通安全违法行为记分及记满12分后参加学习和考试情况。
33578,33578,申请轻型牵引挂车准驾车型的，年龄不得超过多少岁？,2,1,4,4,"A:55周岁, B:63周岁, C:65周岁, D:70周岁",55周岁,63周岁,65周岁,70周岁,,,,,,申请轻型牵引挂车准驾车型的，年龄条件在20岁以上，70周岁以下，选70周岁自2025年1月1日起《机动车驾驶证申领和使用规定》，申请轻型牵引挂车准驾车型的，在20周岁以上，70周岁以下
180266,180266,驾驶已达到报废标准的机动车上路行驶的，公安交管部门应当予以收缴，强制报废。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,驾驶报废机动车上路，公安部门依法收缴，是因为达到报废标准的机动车由于报废车机械老化，不符合安全技术标准，容易发生交通事故并非不美观，影响城市形象，强制报废的主要目的是为了保障道路交通安全
43,43,驾驶人的驾驶证损毁后不得驾驶机动车。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,驾驶证损毁后不得驾驶机动车，只要未申请补发的都属于无证驾驶，所以选择错误。《中华人民共和国道路交通安全法实施条例》第二十八条：机动车驾驶人在机动车驾驶证丢失、损毁、超过有效期或者被依法扣留、暂扣期间以及记分达到12分的，不得驾驶机动车。
44,44,机动车驾驶人在一个记分周期内累积记分达到12分，拒不参加学习和考试的，将被公安机关交通管理部门公告其驾驶证停止使用。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,驾驶人一个周期内累积积分达到12分，拒不参加学习和考试的，驾驶证将被停止使用，所以选择正确。《中华人民共和国道路交通安全法实施条例》第二十五条：机动车驾驶人记分达到12分，拒不参加公安机关交通管理部门通知的学习，也不接受考试的，由公安机关交通管理部门公告其机动车驾驶证停止使用。
33580,33580,驾驶不按规定安装机动车号牌的机动车上道路行驶的，一次记3分。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,《道路交通安全违法行为记分管理办法》最新规定：驾驶不按规定安装机动车号牌的机动车上道路行驶的，一次记3分。
45,45,驾驶人的机动车驾驶证被依法扣留、暂扣的情况下不得驾驶机动车。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,驾驶证被依法扣留、暂扣的情况下不得驾驶机动车，所以选择正确。《中华人民共和国道路交通安全法实施条例》第二十八条：机动车驾驶人在机动车驾驶证丢失、损毁、超过有效期或者被依法扣留、暂扣期间以及记分达到12分的，不得驾驶机动车。
7727,7727,提供虚假材料申请机动车驾驶证，申请人（）年内不得再次申领机动车驾驶证。,2,1,1,1,"A:1年, B:2年, C:3年, D:4年",1年,2年,3年,4年,,,,,,申请人隐瞒有关情况或者提供虚假材料申领机动车驾驶证的，一年内不得再次申领机动车驾驶证所以选择1年《机动车驾驶证申领和使用规定》第九十三条：申请人隐瞒有关情况或者提供虚假材料申领机动车驾驶证的，公安机关交通管理部门不予受理或者不予办理，处五百元以下罚款；申请人在一年内不得再次申领机动车驾驶证
33584,33584,驾驶机动车在高速路上行驶低于规定最低时速的，一次记3分。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,《道路交通安全违法行为记分管理办法》第十一条：驾驶机动车在高速公路上行驶低于规定最低时速的，一次记3分。
306,306,驾驶人驾驶有达到报废标准嫌疑机动车上路的，交通警察依法予以拘留。,1,1,2,2,"A:正确, B:错误",,,,,,,,,,注意题中的嫌疑是干扰我们作答的内容核心是后面的交通警察能否予以拘留车扣留，人拘留，交通警察只能扣留车辆，不能对人进行拘留所以选择错误
33587,33587,参加公安机关交通管理部门组织的道路交通安全法律、法规和相关知识现场学习满一小时且考试合格的，一次扣减12分。,1,1,2,2,"A:正确, B:错误",,,,,,,,,,驾驶人参加现场学习时，满一小时且考试合格的，一次扣减2分。题中说扣减12分是错误的。《道路交通安全违法行为记分管理办法》规定：参加公安机关交通管理部门组织的道路交通安全法律、法规和相关知识现场学习，满一小时且考试合格的，一次扣减2分。题目中说扣减12分，所以选择错误。
33843,33843,机动车所有人申请转让登记前，应当将涉及该车的道路交通安全违法行为和交通事故处理完毕。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,本题考点为机动车登记相关内容。机动车所有人申请转让之前必须要把该车所有的违法行为和事故处理完毕。《机动车登记规定》第二十五条：机动车所有人申请转让登记前，应当将涉及该车的道路交通安全违法行为和交通事故处理完毕。
33590,33590,机动车驾驶人可以一次性处理完毕同一辆机动车的多起交通违法行为记录，记分分值累积计算。,1,1,1,1,"A:正确, B:错误",,,,,,,,,,《道路交通安全违法行为记分管理办法》第十四条：机动车驾驶人可以一次性处理完毕同一辆机动车的多起交通违法行为记录，记分分值累积计算。
33591,33591,驾驶人有下列哪种违法行为一次记9分？,2,1,1,1,"A:驾驶7座以上载客汽车载人超过核定人数百分之五十以上未达到百分之百的, B:代替实际机动车驾驶人接受交通违法行为处罚和记分牟取经济利益的, C:驾驶校车超过核定人数20%以上的, D:驾驶中型以上载客汽车在高速公路上超速20%以上的",驾驶7座以上载客汽车载人超过核定人数百分之五十以上未达到百分之百的,代替实际机动车驾驶人接受交通违法行为处罚和记分牟取经济利益的,驾驶校车超过核定人数20%以上的,驾驶中型以上载客汽车在高速公路上超速20%以上的,,,,,,驾驶7座以上载客汽车载人超过核定人数百分之五十以上未达到百分之百的，一次记9分。代替实际机动车驾驶人接受交通违法行为处罚和记分牟取经济利益的记12分。驾驶校车超过核定人数20%以上的记12分。驾驶中型以上载客汽车在高速公路上超速20%以上的记12分。《道路交通安全违法行为记分管理办法》第九条：驾驶7座以上载客汽车载人超过核定人数百分之五十以上未达到百分之百的，一次记9分。
